Bill Date,Due Date,Bill ID,Accounts Payable,Vendor Name,Entity Discount Percent,Payment Terms,Payment Terms Label,Bill Number,PurchaseOrder,Currency Code,Exchange Rate,SubTotal,Total,Balance,TotalRetentionAmountFCY,TotalRetentionAmountBCY,TCS Amount,Vendor Notes,Terms & Conditions,Adjustment,Adjustment Description,Adjustment Account,Branch ID,Branch Name,Is Inclusive Tax,Submitted By,Approved By,Submitted Date,Approved Date,Bill Status,Created By,Product ID,MRP,Is Tax Calculated on Label Price,Item Name,Account,Account Code,Description,Quantity,Usage unit,Tax Amount,Item Total,Is Billable,Reference Invoice Type,Source of Supply,Destination of Supply,GST Treatment,GST Identification Number (GSTIN),TDS Calculation Type,TDS TaxID,TDS Name,TDS Percentage,TDS Section Code,TDS Section,TDS Amount,TCS Tax Name,TCS Percentage,Nature Of Collection,SKU,UPC,MPN,EAN,ISBN,Warehouse Name,Rate,Discount Type,Is Discount Before Tax,Discount,Discount Amount,HSN/SAC,Purchase Receive Number,Purchase Order Number,Bill Receive Status,Manually Received Quantity,Tax ID,Tax Name,Tax Percentage,Tax Type,Item TDS Name,Item TDS Percentage,Item TDS Amount,Item TDS Section Code,Item TDS Section,Item Exemption Code,Item Type,Batch ID,Batch Reference#,Manufacturer Batch#,Manufactured Date,Expiry Date,Quantity In,Serial Numbers,Reverse Charge Tax Name,Reverse Charge Tax Rate,Reverse Charge Tax Type,Supply Type,ITC Eligibility,Entity Discount Amount,Discount Account,Discount Account Code,Item Discount Account,Item Discount Account Code,Is Landed Cost,Customer Name,Project Name,CGST Rate %,SGST Rate %,IGST Rate %,CESS Rate %,CGST(FCY),SGST(FCY),IGST(FCY),CESS(FCY),CGST,SGST,IGST,CESS,Loaction,CF.Customs duty 
2021-10-01,2021-10-01,99381000003996654,Accounts Payable,CROWN PLAZA (KGA HOTELS & RESORTS PVT LTD ),0.00,0,Due on Receipt,0001124987,27/09/2021,INR,1.00,5549.00,6215.24,0.00,0.00,0.00,,,,0.36,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Meeting Expenses,,Accommodation Package,1.00,,665.88,5549.00,false,,KL,KL,business_gst,32AADCM3357Q1Z5,item_level,,,0.00,,,0.000,,,,,,,,,,5549.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006192,GST12,12.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,6.00,6.00,0.00,0.00,332.94,332.94,0.00,0.00,332.94,332.94,0.00,0.00,,
2021-09-27,2021-09-27,99381000003996720,Accounts Payable,CROWN PLAZA (KGA HOTELS & RESORTS PVT LTD ),0.00,0,Due on Receipt,0001,,INR,1.00,8400.00,9912.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Meeting Expenses,,Bonquet Food HT,1.00,,1512.00,8400.00,false,,KL,KL,business_gst,32AADCM3357Q1Z5,item_level,,,0.00,,,0.000,,,,,,,,,,8400.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,756.00,756.00,0.00,0.00,756.00,756.00,0.00,0.00,,
2021-09-27,2021-09-27,99381000003996836,Accounts Payable,CROWN PLAZA (KGA HOTELS & RESORTS PVT LTD ),0.00,0,Due on Receipt,0001124978,,INR,1.00,6049.00,6774.88,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Meeting Expenses,,Accommodation,1.00,,725.88,6049.00,false,,KL,KL,business_gst,32AADCM3357Q1Z5,item_level,,,0.00,,,0.000,,,,,,,,,,6049.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006192,GST12,12.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,6.00,6.00,0.00,0.00,362.94,362.94,0.00,0.00,362.94,362.94,0.00,0.00,,
2021-09-27,2021-09-27,99381000003996868,Accounts Payable,CROWN PLAZA (KGA HOTELS & RESORTS PVT LTD ),0.00,0,Due on Receipt,0001124977,,INR,1.00,6049.00,6774.88,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Meeting Expenses,,Accommodation,1.00,,725.88,6049.00,false,,KL,KL,business_gst,32AADCM3357Q1Z5,item_level,,,0.00,,,0.000,,,,,,,,,,6049.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006192,GST12,12.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,6.00,6.00,0.00,0.00,362.94,362.94,0.00,0.00,362.94,362.94,0.00,0.00,,
2021-09-23,2021-09-23,99381000003998089,Accounts Payable,Government of Kerala Legal Metrology Dept,0.00,0,Due on Receipt,ESS/OV/089-09/21 & 88,,INR,1.00,1020.00,1020.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000000172016,,FALSE,Government Stamping Fee / Expense for 20 KG,Inventory Asset,,,6.00,nos,0.00,1020.00,false,,KL,KL,business_none,,item_level,,,0.00,,,0.000,,,,SF20,,,,,Cochin,170.00,entity_level,true,0.00,0.0,998729,,,Received,6.00,,,,,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,,,,,,,,,,,,,,
2021-09-25,2021-09-25,99381000004007001,Accounts Payable,Government of Kerala Legal Metrology Dept,0.00,0,Due on Receipt,ESS/OV/090-09/21,,INR,1.00,2720.00,2720.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000000172016,,FALSE,Government Stamping Fee / Expense for 20 KG,Inventory Asset,,,16.00,nos,0.00,2720.00,false,,KL,KL,business_none,,item_level,,,0.00,,,0.000,,,,SF20,,,,,Cochin,170.00,entity_level,true,0.00,0.0,998729,,,Received,16.00,,,,,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,,,,,,,,,,,,,,
2021-03-31,2021-03-31,99381000004007322,Accounts Payable,Aseeb,0.00,0,Due on Receipt,0002,,INR,1.00,100000.00,99250.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Marketing expenses,,Strategy/ Advertise,1.00,,0.00,100000.00,false,,KL,KL,business_none,,entity_level,99381000004007318,Payment of contractors HUF/Indiv,0.75,194C,Section 194 C,750.000,,,,,,,,,,100000.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,,,,,,,,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,,,,,,,,,,,,,,
2021-10-01,2021-10-01,99381000004010217,Accounts Payable,Vishwakarma scale Co,0.00,0,Due on Receipt,2021-22/344,"PO-00136, 04/09/2021",INR,1.00,151700.00,179006.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000002001069,,FALSE,Loadcell 150 kg: 3 Hole,Inventory Asset,,,180.00,nos,5508.00,30600.00,false,,GJ,KL,business_gst,24AALFV6819K1ZM,item_level,,,0.00,,,0.000,,,,LKH150,,,,,Cochin,170.00,entity_level,true,0.00,0.0,84239020,,PO-00136,,,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,5508.00,0.00,0.00,0.00,5508.00,0.00,,
2021-10-01,2021-10-01,99381000004010217,Accounts Payable,Vishwakarma scale Co,0.00,0,Due on Receipt,2021-22/344,"PO-00136, 04/09/2021",INR,1.00,151700.00,179006.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000002001101,,FALSE,Loadcell 200 kg 25 x25- 40 mm 4 HOLE,Inventory Asset,,,90.00,nos,4455.00,24750.00,false,,GJ,KL,business_gst,24AALFV6819K1ZM,item_level,,,0.00,,,0.000,,,,LC200,,,,,Cochin,275.00,entity_level,true,0.00,0.0,84239020,,PO-00136,,,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,4455.00,0.00,0.00,0.00,4455.00,0.00,,
2021-10-01,2021-10-01,99381000004010217,Accounts Payable,Vishwakarma scale Co,0.00,0,Due on Receipt,2021-22/344,"PO-00136, 04/09/2021",INR,1.00,151700.00,179006.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000002001110,,FALSE,Loadcell 300 kg 25 x25- 40 mm 4 HOLE,Inventory Asset,,,90.00,nos,4536.00,25200.00,false,,GJ,KL,business_gst,24AALFV6819K1ZM,item_level,,,0.00,,,0.000,,,,LC300,,,,,Cochin,280.00,entity_level,true,0.00,0.0,84239020,,PO-00136,,,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,4536.00,0.00,0.00,0.00,4536.00,0.00,,
2021-10-01,2021-10-01,99381000004010217,Accounts Payable,Vishwakarma scale Co,0.00,0,Due on Receipt,2021-22/344,"PO-00136, 04/09/2021",INR,1.00,151700.00,179006.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000002008145,,FALSE,Loadcell 500 kg,Inventory Asset,,,32.00,nos,3168.00,17600.00,false,,GJ,KL,business_gst,24AALFV6819K1ZM,item_level,,,0.00,,,0.000,,,,SLK500,,,,,Cochin,550.00,entity_level,true,0.00,0.0,84239020,,PO-00136,,,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,3168.00,0.00,0.00,0.00,3168.00,0.00,,
2021-10-01,2021-10-01,99381000004010217,Accounts Payable,Vishwakarma scale Co,0.00,0,Due on Receipt,2021-22/344,"PO-00136, 04/09/2021",INR,1.00,151700.00,179006.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000002001119,,FALSE,Loadcell 500 kg 25 x25- 40 mm 4 HOLE,Inventory Asset,,,90.00,nos,4455.00,24750.00,false,,GJ,KL,business_gst,24AALFV6819K1ZM,item_level,,,0.00,,,0.000,,,,LC500,,,,,Cochin,275.00,entity_level,true,0.00,0.0,84239020,,PO-00136,,,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,4455.00,0.00,0.00,0.00,4455.00,0.00,,
2021-10-01,2021-10-01,99381000004010217,Accounts Payable,Vishwakarma scale Co,0.00,0,Due on Receipt,2021-22/344,"PO-00136, 04/09/2021",INR,1.00,151700.00,179006.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000002001139,,FALSE,Loadcell 500 kg 25 x35 4 HOLE,Inventory Asset,,,60.00,nos,5184.00,28800.00,false,,GJ,KL,business_gst,24AALFV6819K1ZM,item_level,,,0.00,,,0.000,,,,LKXH50,,,,,Cochin,480.00,entity_level,true,0.00,0.0,84239020,,PO-00136,,,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,5184.00,0.00,0.00,0.00,5184.00,0.00,,
2021-03-31,2021-03-31,99381000004010555,Accounts Payable,Uber India Systems Private Limited,0.00,0,Due on Receipt,001,,INR,1.00,7460.69,7460.69,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Travelling expenses,,charge,1.00,,0.00,7460.69,false,,HR,KL,business_gst,06AABCU6223H1ZI,item_level,,,0.00,,,0.000,,,,,,,,,,7460.69,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006116,IGST0,0.00,ItemAmount,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
2021-10-01,2021-10-01,99381000004016125,Accounts Payable,MARY SHALET,0.00,0,Due on Receipt,Rent 2nd Floor,,INR,1.00,30000.00,27000.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,null,,,FALSE,,Rental Charges,,Rent - 2nd Floor,1.00,,0.00,30000.00,false,,KL,KL,business_none,,entity_level,99381000000005028,Rent on land or furniture etc,10.00,194I,Section 194 I,3000.000,,,,,,,,,,30000.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,,,,,,,,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,,,,,,,,,,,,,,
2021-10-01,2021-10-01,99381000004016149,Accounts Payable,MARY SHALET,0.00,0,Due on Receipt,Rent 3rd floor,,INR,1.00,27500.00,24750.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,null,,,FALSE,,Rental Charges,,Rent-3rd Floor,1.00,,0.00,27500.00,false,,KL,KL,business_none,,entity_level,99381000002783397,Rent on land or furniture etc,10.00,194I,Section 194 I,2750.000,,,,,,,,,,27500.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,,,,,,,,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,,,,,,,,,,,,,,
2021-09-30,2021-09-30,99381000004018209,Accounts Payable,V-EXPRESS-GUJARAT,0.00,0,Due on Receipt,32-21-9-X000235,,INR,1.00,10106.00,11925.00,0.00,0.00,0.00,,,,-0.08,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000003152296,,FALSE,Freight,Cost of Goods Sold,,,1.00,Lumpsum,1819.08,10106.00,false,,GJ,KL,business_gst,24AAACV1559Q1ZW,item_level,,,0.00,,,0.000,,,,FREIGH,,,,,,10106.00,entity_level,true,0.00,0.0,996819,,,Not Received,0.00,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,1819.08,0.00,0.00,0.00,1819.08,0.00,,
2021-09-21,2021-09-21,99381000004018277,Accounts Payable,SAFAL ENTERPRISE PVT. LTD.,0.00,0,Due on Receipt,SEPL/21-22/1361,PO-00145,INR,1.00,284000.00,335120.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000001171138,,FALSE,TABLE TOP ABS (VIBRANT),Inventory Asset,,Max : 30Kg e:5gm Min: 100g Class III,100.00,pcs,27000.00,150000.00,false,,GJ,KL,business_gst,24ABFCS6034B1ZR,item_level,,,0.00,,,0.000,,,,VIBRANT300X240ABS,,,,,Cochin,1500.00,entity_level,true,0.00,0.0,84231000,,PO-00145,,,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,27000.00,0.00,0.00,0.00,27000.00,0.00,,
2021-09-21,2021-09-21,99381000004018277,Accounts Payable,SAFAL ENTERPRISE PVT. LTD.,0.00,0,Due on Receipt,SEPL/21-22/1361,PO-00145,INR,1.00,284000.00,335120.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000001933021,,FALSE,CHICKEN SCALE 300KG MS,Inventory Asset,,"Make : YESWEIGH Model : YSC
Max : 300kg e:50g Min:1kg
Class : III",50.00,nos,24120.00,134000.00,false,,GJ,KL,business_gst,24ABFCS6034B1ZR,item_level,,,0.00,,,0.000,,,,CS400X400MS,,,,,Cochin,2680.00,entity_level,true,0.00,0.0,84239010,,PO-00145,,,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,24120.00,0.00,0.00,0.00,24120.00,0.00,,
2021-09-29,2021-09-29,99381000004018363,Accounts Payable,Government of Kerala Legal Metrology Dept,0.00,0,Due on Receipt,ESS/OV/091-09/21,,INR,1.00,850.00,850.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,99381000000172016,,FALSE,Government Stamping Fee / Expense for 20 KG,Inventory Asset,,,5.00,nos,0.00,850.00,false,,KL,KL,business_none,,item_level,,,0.00,,,0.000,,,,SF20,,,,,Cochin,170.00,entity_level,true,0.00,0.0,998729,,,Received,5.00,,,,,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,,,,,,,,,,,,,,
2021-09-30,2021-09-30,99381000004019587,Accounts Payable,LOGIWIZ LOGISTICS INDIA PVT LTD,0.00,0,Due on Receipt,KER/00186/21-22,,INR,1.00,102375.00,110565.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Rental Charges,,Warehouse rent ,1.00,,18427.50,102375.00,false,,KL,KL,business_gst,32AABCL1449G1ZW,entity_level,99381000002948745,Rent on land or furniture etc,10.00,194I,Section 194 I,10237.500,,,,,,,,,,102375.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,9213.75,9213.75,0.00,0.00,9213.75,9213.75,0.00,0.00,,
2021-09-30,2021-09-30,99381000004019619,Accounts Payable,LOGIWIZ LOGISTICS INDIA PVT LTD,0.00,0,Due on Receipt,KER/00187/21-22,,INR,1.00,8523.25,9887.00,0.00,0.00,0.00,,,,0.04,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Storage and Handling Charges,,Warehouse Handling Charge,1.00,,1534.18,8523.25,false,,KL,KL,business_gst,32AABCL1449G1ZW,entity_level,99381000002805051,Payment of contractors for Others,2.00,194C,Section 194 C,170.470,,,,,,,,,,8523.25,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,767.09,767.09,0.00,0.00,767.09,767.09,0.00,0.00,,
2021-10-04,2021-10-04,99381000004027329,Accounts Payable,Government of Kerala Legal Metrology Dept,0.00,0,Due on Receipt,Ess/OV/092-10/21,,INR,1.00,45900.00,45900.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Safna,99381000000172016,,FALSE,Government Stamping Fee / Expense for 20 KG,Inventory Asset,,,110.00,nos,0.00,18700.00,false,,KL,KL,business_none,,item_level,,,0.00,,,0.000,,,,SF20,,,,,Cochin,170.00,entity_level,true,0.00,0.0,998729,,,Received,110.00,,,,,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,,,,,,,,,,,,,,
2021-10-04,2021-10-04,99381000004027329,Accounts Payable,Government of Kerala Legal Metrology Dept,0.00,0,Due on Receipt,Ess/OV/092-10/21,,INR,1.00,45900.00,45900.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Safna,99381000000186027,,FALSE,Government Stamping Fee /Expense for 30 kg,Inventory Asset,,,50.00,nos,0.00,16750.00,false,,KL,KL,business_none,,item_level,,,0.00,,,0.000,,,,SF30,,,,,Cochin,335.00,entity_level,true,0.00,0.0,998729,,,Received,50.00,,,,,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,,,,,,,,,,,,,,
2021-10-04,2021-10-04,99381000004027329,Accounts Payable,Government of Kerala Legal Metrology Dept,0.00,0,Due on Receipt,Ess/OV/092-10/21,,INR,1.00,45900.00,45900.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Safna,99381000000663063,,FALSE,Government Stamping Fee / Expense for 100Kg,Inventory Asset,,,20.00,nos,0.00,6700.00,false,,KL,KL,business_none,,item_level,,,0.00,,,0.000,,,,SF100,,,,,Cochin,335.00,entity_level,true,0.00,0.0,998729,,,Received,20.00,,,,,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,,,,,,,,,,,,,,
2021-10-04,2021-10-04,99381000004027329,Accounts Payable,Government of Kerala Legal Metrology Dept,0.00,0,Due on Receipt,Ess/OV/092-10/21,,INR,1.00,45900.00,45900.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Safna,99381000000548508,,FALSE,Government Stamping Fee /Expense for 200Kg,Inventory Asset,,,5.00,nos,0.00,1675.00,false,,KL,KL,business_none,,item_level,,,0.00,,,0.000,,,,SF200,,,,,Cochin,335.00,entity_level,true,0.00,0.0,998729,,,Received,5.00,,,,,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,,,,,,,,,,,,,,
2021-10-04,2021-10-04,99381000004027329,Accounts Payable,Government of Kerala Legal Metrology Dept,0.00,0,Due on Receipt,Ess/OV/092-10/21,,INR,1.00,45900.00,45900.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Safna,99381000000548525,,FALSE,Government Stamping Fee /Expense for 300kg,Inventory Asset,,,5.00,nos,0.00,2075.00,false,,KL,KL,business_none,,item_level,,,0.00,,,0.000,,,,SF300,,,,,Cochin,415.00,entity_level,true,0.00,0.0,998729,,,Received,5.00,,,,,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,,,,,,,,,,,,,,
2021-09-30,2021-09-30,99381000004032459,Accounts Payable,BLUE DART EXPRESS LTD,0.00,0,Due on Receipt,2021932R00000940,,INR,1.00,845.11,980.23,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Freight Outwards,,Courier Charge,1.00,,152.12,845.11,false,,KL,KL,business_gst,32AAACB0446L1Z1,entity_level,99381000002805051,Payment of contractors for Others,2.00,194C,Section 194 C,17.000,,,,,,,,,,845.11,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,76.06,76.06,0.00,0.00,76.06,76.06,0.00,0.00,,
2021-10-01,2021-10-01,99381000004032485,Accounts Payable,ST COURIER PRIVATE LIMITED,0.00,0,Due on Receipt,KLCOKSCT2110022,,INR,1.00,14159.22,16424.00,0.00,0.00,0.00,,,,-0.70,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Freight Outwards,,Courier Charge,1.00,,2548.66,14159.22,false,,KL,KL,business_gst,32ABACS1175L1ZE,entity_level,99381000002805051,Payment of contractors for Others,2.00,194C,Section 194 C,283.180,,,,,,,,,,14159.22,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,1274.33,1274.33,0.00,0.00,1274.33,1274.33,0.00,0.00,,
2021-10-01,2021-10-01,99381000004037927,Accounts Payable,Vishwakarma scale Co,0.00,0,Due on Receipt,2021-22/408,"PO-00141, 21/09/2021",INR,1.00,121000.00,142780.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Safna,99381000002008154,,FALSE,Shearbeam Loadcell 1000kg,Inventory Asset,,,100.00,nos,9900.00,55000.00,false,,GJ,KL,business_gst,24AALFV6819K1ZM,item_level,,,0.00,,,0.000,,,,SBLC1T,,,,,Cochin,550.00,entity_level,true,0.00,0.0,84239020,,PO-00141,,,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,9900.00,0.00,0.00,0.00,9900.00,0.00,,
2021-10-01,2021-10-01,99381000004037927,Accounts Payable,Vishwakarma scale Co,0.00,0,Due on Receipt,2021-22/408,"PO-00141, 21/09/2021",INR,1.00,121000.00,142780.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Safna,99381000002008145,,FALSE,Loadcell 500 kg,Inventory Asset,,,100.00,nos,9900.00,55000.00,false,,GJ,KL,business_gst,24AALFV6819K1ZM,item_level,,,0.00,,,0.000,,,,SLK500,,,,,Cochin,550.00,entity_level,true,0.00,0.0,84239020,,PO-00141,,,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,9900.00,0.00,0.00,0.00,9900.00,0.00,,
2021-10-01,2021-10-01,99381000004037927,Accounts Payable,Vishwakarma scale Co,0.00,0,Due on Receipt,2021-22/408,"PO-00141, 21/09/2021",INR,1.00,121000.00,142780.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Safna,99381000003971368,,FALSE,Shearbeam Loadcell 2000kg,Inventory Asset,,,20.00,nos,1980.00,11000.00,false,,GJ,KL,business_gst,24AALFV6819K1ZM,item_level,,,0.00,,,0.000,,,,SBLC2T,,,,,Cochin,550.00,entity_level,true,0.00,0.0,84239020,,PO-00141,,,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,goods,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,1980.00,0.00,0.00,0.00,1980.00,0.00,,
2021-10-03,2021-10-03,99381000004039207,Accounts Payable,Amazon Internet Service Pvt Ltd,0.00,0,Due on Receipt,AIN2122001892253,,INR,1.00,34044.49,40172.50,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Cloud charges,,AISPL Service Charge,1.00,,6128.01,34044.49,false,,DL,KL,business_gst,07AAJCA9880A1ZL,item_level,,,0.00,,,0.000,,,,,,,,,,34044.49,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006196,IGST18,18.00,ItemAmount,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,18.00,0.00,0.00,0.00,6128.01,0.00,0.00,0.00,6128.01,0.00,,
2021-10-01,2021-10-01,99381000004039237,Accounts Payable,Asianet Sattellite Communications Private Limited,0.00,0,Due on Receipt,CN10S2112099,,INR,1.00,699.00,824.82,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Internet and IT Charges,,Service Charge,1.00,,125.82,699.00,false,,KL,KL,business_gst,32AAECA5548E1Z0,item_level,,,0.00,,,0.000,,,,,,,,,,699.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,62.91,62.91,0.00,0.00,62.91,62.91,0.00,0.00,,
