Expense Date,Expense Description,Expense Account,Expense Account Code,Paid Through,Paid Through Account Code,Vendor,Branch Name,Project Name,HSN/SAC,GST Treatment,Destination of Supply,Source of Supply,GST Identification Number (GSTIN),Entry Number,Currency Code,Exchange Rate,Is Inclusive Tax,Mileage Rate,Mileage Unit,Distance,Start Odometer Reading,End Odometer Reading,Mileage Type,Vehicle Name,Claimant Email,Tax Name,Tax Percentage,Tax Type,CGST Rate %,SGST Rate %,IGST Rate %,CESS Rate %,CGST(FCY),SGST(FCY),IGST(FCY),CESS(FCY),CGST,SGST,IGST,CESS,Item Exemption Code,Tax Amount,ITC Eligibility,Expense Type,Reverse Charge Tax Name,Reverse Charge Tax Rate,Reverse Charge Tax Type,Expense Amount,Total,Supply Type,Reference#,Is Billable,Customer Name,Expense Reference ID,Recurrence Name,ExpenseReport Name,Is Reimbursable,Loaction
2019-12-19,weighing assosiation,Registration Expenses Paid,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,333,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,11300.000000,11300.000,,,false,,99381000000468984,,,false,
2019-12-19,TRAVEL EXPENSE BY FAISAL SIR @ DELHI,Travelling expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,334,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,4130.000000,4130.000,,,false,,99381000000471214,,,false,
2019-12-19,VG ACCOMMODATION ADVANCE,Building deposit refundable-Flat,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,335,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,39000.000000,39000.000,,,false,,99381000000473075,,,false,
2019-12-19,,Electricity Charge,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,336,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,16813.680000,16813.680,,5556191115655,false,,99381000000473109,,,false,
2019-12-20,VENUGOPAL SIR EXPENSES,Reimbursements to Employees,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,337,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,7500.000000,7500.000,,,false,,99381000000476089,,,false,
2019-12-20,MODEL APPROVAL,Model Approval Expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,338,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,10000.000000,10000.000,,,false,,99381000000476565,,,false,
2019-12-20,MODEL APPROVAL EXP,Model Approval Expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,339,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,10000.000000,10000.000,,,false,,99381000000476583,,,false,
2019-12-20,MODEL APPROVAL EXPENSE,Model Approval Expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,340,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,10000.000000,10000.000,,,false,,99381000000476601,,,false,
2019-12-17,Chrg: AdhocStamt 01-JUN-19 to 26-NOV-19 CPSP (Value Date:16/12/2019),Bank Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,341,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,118.000000,118.000,,,false,,99381000000476637,,,false,
2019-12-15,Chrg: Daily Bal Alerts charges for Oct 19 (Value Date:13/12/2019),Bank Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,342,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,11.800000,11.800,,,false,,99381000000476655,,,false,
2019-12-13,Chrg: Daily Bal Alerts charges for Oct 19,Bank Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,343,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,11.800000,11.800,,,false,,99381000000476673,,,false,
2019-12-26,FOR GST FEE TO MR RIYAS,Consultancy Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,344,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1136.000000,1136.000,,,false,,99381000000490099,,,false,
2019-12-30,MASAFI FOOD EXPENSE ON 24.12.2019,Office Expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,345,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,660.000000,660.000,,,false,,99381000000499317,,,false,
2019-12-19,WATER CAN,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,346,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,50.000000,50.000,,1270,false,,99381000000506517,,,false,
2019-12-13,WATER CAN,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,347,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,50.000000,50.000,,1243,false,,99381000000506551,,,false,
2019-12-10,TEA 13 NOS @ RS 15.00 FOR TRAINING,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,348,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,195.000000,195.000,,41459,false,,99381000000506569,,,false,
2019-12-10,SNACKS FOR TRAINING,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,349,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,140.000000,140.000,,,false,,99381000000506603,,,false,
2019-12-10,SNACKS DURING TRAINING,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,350,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,225.000000,225.000,,41420,false,,99381000000506621,,,false,
2020-01-06,SNACKS DURING TRAINING,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,351,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,80.000000,80.000,,,false,,99381000000506639,,,false,
2020-01-06,SNACKS DURING TRAINING IN MONTH OF NOV,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,352,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,255.000000,255.000,,,false,,99381000000506657,,,false,
2019-12-24,WINE GLASSES,Printing and Stationery Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,353,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,20.000000,20.000,,3861,false,,99381000000506675,,,false,
2019-12-27,WATER CAN 2 NOS,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,354,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,100.000000,100.000,,1303,false,,99381000000506693,,,false,
2019-12-23,INTERNET FEE FOR MONTH OF JAN 2020,Internet and IT Charges,,Petty Cash,,,Cochin,,,out_of_scope,,,,355,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,800.000000,800.000,,0154,false,,99381000000506711,,,false,
2019-12-23,POSTAGE TO DELHI,Postage and courier,,Petty Cash,,,Cochin,,,out_of_scope,,,,356,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,83.000000,83.000,,,false,,99381000000506729,,,false,
2019-12-23,CHRISTMAS DECORATION + WINE + STATIONERY,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,357,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2054.000000,2054.000,,6C50080049645,false,,99381000000506747,,,false,
2019-12-15,SALARY FOR NOV 15TH TO DEC 15TH,Cleaning Help,,Petty Cash,,,Cochin,,,out_of_scope,,,,358,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2500.000000,2500.000,,,false,,99381000000506869,,,false,
2020-01-06,598 X 2 (8803333444 & 7994415085),Telephone Charges,,Petty Cash,,,Cochin,,,out_of_scope,,,,359,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1196.000000,1196.000,,,false,,99381000000506887,,,false,
2020-01-07,salary for Mr. Venugopal for the month of Dec 2019,Venugopal - Salary,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,360,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,60000.000000,60000.000,,,false,,99381000000512448,,,false,
2020-01-07,salary for Ms. Sweety for month of Dec 2019,Sweety,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,361,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,20000.000000,20000.000,,,false,,99381000000512466,,,false,
2020-01-07,SALARY FOR Mrs. Sheaba  FOR THE MONTH OF DEC 2019,Sheaba,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,362,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,27500.000000,27500.000,,,false,,99381000000512484,,,false,
2020-01-07,SALARY FOR MS. LEONA FOR THE MONTH OF DEC 2019,Leona,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,363,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,12000.000000,12000.000,,,false,,99381000000512502,,,false,
2020-01-07,DIFFERENCE IN SALARY PAID TO VENUGOPAL SIR,Venugopal - Salary,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,364,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,5000.000000,5000.000,,,false,,99381000000512536,,,false,
2020-01-08,SHAKIR COMMISSION ON SALE FOR THE MONTH OF DEC,Shakir Commission,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,365,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,17319.000000,17319.000,,,false,,99381000000515402,,,false,
2020-01-08,VG FLAT RENT,Employee Accomodation Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,366,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,13000.000000,13000.000,,,false,,99381000000515420,,,false,
2020-01-08,FLAT ASSOCIATION FEES,Employee Accomodation Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,367,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2500.000000,2500.000,,,false,,99381000000515486,,,false,
2020-01-08,CONTAINER TRANSPORTATION FORM COCHIN TO STORE + CLEARANCE,Transportation Expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,368,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,18500.000000,18500.000,,,false,,99381000000515504,,,false,
2020-01-08,TDS PAID FOR THE MONTH OF DEC,TDS Payable,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,369,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,6750.000000,6750.000,,,false,,99381000000515538,,,false,
2020-01-10,WEB AND ADD WORK,Advertisement expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,371,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2500.000000,2500.000,,,false,,99381000000521182,,,false,
2020-01-10,TRAVEL EXPENSE TO ERNAKULAM TO FAISAL SIR,Travelling expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,372,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2245.000000,2245.000,,,false,,99381000000521200,,,false,
2019-12-31,Chrg: AdhocStamt 30-NOV-19 to 27-DEC-19 CPSP,Bank Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,373,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,118.000000,118.000,,,false,,99381000000521292,,,false,
2020-01-02,Chrg: AdhocStamt 08-MAR-19 to 30-NOV-19 CPSP,Bank Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,374,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,118.000000,118.000,,,false,,99381000000521310,,,false,
2020-01-10,WATER CAN 1 NO,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,375,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,50.000000,50.000,,1379,false,,99381000000521436,,,false,
2020-01-10,XEROX,Printing and Stationery Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,376,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,56.000000,56.000,,,false,,99381000000521546,,,false,
2020-01-10,CHRISTMAS DECORATION,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,377,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,80.000000,80.000,,,false,,99381000000521564,,,false,
2020-01-10,MB:add design,Advertisement expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,378,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,7500.000000,7500.000,,,false,,99381000000528466,,,false,
2020-01-10,MB:FB advertisement,Advertisement expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,379,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1700.000000,1700.000,,,false,,99381000000528498,,,false,
2020-01-20,DB SITTING + TA TO ASHISH SIR,DB Sitting Charges and TA,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,380,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,3000.000000,3000.000,,,false,,99381000000552224,,,false,
2020-01-20,DB SITTING + TA TO VIJAYKUMAR SIR,DB Sitting Charges and TA,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,381,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,4000.000000,4000.000,,,false,,99381000000552242,,,false,
2020-01-20,DB SITTING  + TA TO BABU SIR,DB Sitting Charges and TA,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,382,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,3000.000000,3000.000,,,false,,99381000000552260,,,false,
2020-01-20,DB SITTING + TA TO MAHIPAL SIR,DB Sitting Charges and TA,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,383,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2000.000000,2000.000,,,false,,99381000000552278,,,false,
2020-01-20,DB SITTING + TA TO SHIJU SIR,DB Sitting Charges and TA,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,384,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,3000.000000,3000.000,,,false,,99381000000552296,,,false,
2020-01-20,DB SITTING + TA TO JYOTISH SIR,DB Sitting Charges and TA,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,385,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,3000.000000,3000.000,,,false,,99381000000552314,,,false,
2020-01-20,DB SITTING + TA TO FAISAL SIR,DB Sitting Charges and TA,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,386,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,3000.000000,3000.000,,,false,,99381000000552332,,,false,
2020-01-21,FOOD EXPENSE,Office Expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,387,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,500.000000,500.000,,,false,,99381000000557054,,,false,
2020-01-15,Chrg: Daily Bal Alerts charges for Nov 19 (Value Date:13/01/2020),Bank Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,388,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,11.800000,11.800,,,false,,99381000000557072,,,false,
2020-01-13,Chrg: Daily Bal Alerts charges for Nov 19,Bank Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,389,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,11.800000,11.800,,,false,,99381000000557090,,,false,
2020-01-23,commission to Niteesh on Dec sale,Nitheesh Commission,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,390,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1680.000000,1680.000,,,false,,99381000000563407,,,false,
2020-01-23,DB Food expense,Office Expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,391,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,goods,,,,1210.000000,1210.000,,,false,,99381000000563611,,,false,
2020-01-23,TA TO FAISAL SIR,DB Sitting Charges and TA,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,392,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2458.000000,2458.000,,,false,,99381000000563759,,,false,
2020-01-23,DB SITTING TO HAREESH SIR,DB Sitting Charges and TA,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,393,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,4000.000000,4000.000,,,false,,99381000000563777,,,false,
2020-01-23,TRANSFER TO RIYAS SIR FOR GST FILING AND FLOOD CESS- audit adjustment,Office Expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,394,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1370.000000,1370.000,,,false,,99381000000563795,,,false,
2020-01-23,LOGO PRINTING + FLOWERS FOR VG PROGRAM,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,395,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,goods,,,,800.000000,800.000,,,false,,99381000000566015,,,false,
2020-01-23,LM License renewal fee,License Renewal Fees,,Petty Cash,,,Cochin,,,out_of_scope,,,,396,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,5515.000000,5515.000,,,false,,99381000000566087,,,false,
2020-01-23,miscellaneous exp for stamping @ calicut to Mr. Jyotish,Stamping Fees,,Petty Cash,,,Cochin,,,out_of_scope,,,,397,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,5000.000000,5000.000,,,false,,99381000000566145,,,false,
2020-01-10,Train to kollam - Sreejith,Travelling expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,398,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,130.000000,130.000,,,false,,99381000000582031,,,false,
2020-01-10,travel by bus to kollam - Sreejith,Travelling expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,399,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,140.000000,140.000,,,false,,99381000000582049,,,false,
2020-01-10,auto expense at kollam - Sreejith,Travelling expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,400,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,30.000000,30.000,,,false,,99381000000582067,,,false,
2020-01-10,food @ Kollam - sreejith,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,401,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,goods,,,,135.000000,135.000,,,false,,99381000000582085,,,false,
2020-01-16,lodging @ manjeri,Lodging Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,402,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,450.000000,450.000,,,false,,99381000000582103,,,false,
2020-01-16,being travel expense by Auto at manjeri - sreejith,Travelling expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,403,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,80.000000,80.000,,,false,,99381000000582121,,,false,
2020-01-27,Bus Charges @ manjeri by Sreejith,Travelling expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,404,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,332.000000,332.000,,,false,,99381000000582155,,,false,
2020-01-16,petrol 100 - sreejith @ manjeri,Travelling expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,405,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,100.000000,100.000,,,false,,99381000000582173,,,false,
2020-01-16,sreejith food expense at manjeri,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,406,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,450.000000,450.000,,,false,,99381000000582191,,,false,
2020-01-18,bus charges by Sreejith - Furniture search,Travelling expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,407,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,16.000000,16.000,,,false,,99381000000582209,,,false,
2020-01-25,Chrg: AdhocStamt 01-JAN-20 to 20-JAN-20 BRANCH,Bank Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,409,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,118.000000,118.000,,,false,,99381000000584080,,,false,
2020-01-25,Chrg: AdhocStamt 08-MAR-19 to 22-JAN-20 CPSP,Bank Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,410,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,118.000000,118.000,,,false,,99381000000584098,,,false,
2020-01-20,TEA FOR GUEST,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,412,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,60.000000,60.000,,,false,,99381000000596251,,,false,
2020-01-30,WATER CAN 1 NOS,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,413,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,50.000000,50.000,,1533,false,,99381000000596269,,,false,
2020-01-20,TEA FOR DEALER VISIT TO OFFICE,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,414,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,goods,,,,160.000000,160.000,,084,false,,99381000000596287,,,false,
2020-01-31,google play store account payment,Internet and IT Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,415,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,4145.000000,4145.000,,,false,,99381000000603145,,,false,
2020-01-31,directors lunch on 30.0.2020,Office Expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,416,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,900.000000,900.000,,,false,,99381000000603164,,,false,
2020-01-31,Snacks for guest,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,417,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,106.000000,106.000,,,false,,99381000000603192,,,false,
2020-01-31,snacks for guest,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,418,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,60.000000,60.000,,,false,,99381000000603226,,,false,
2020-01-30,Internet expense,Internet and IT Charges,,Petty Cash,,,Cochin,,,out_of_scope,,,,419,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,800.000000,800.000,,0160,false,,99381000000603244,,,false,
2020-01-30,snacks for directors - cloud training,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,420,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,60.000000,60.000,,,false,,99381000000603278,,,false,
2020-01-28,register,Printing and Stationery Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,421,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,goods,,,,180.000000,180.000,,,false,,99381000000603296,,,false,
2020-01-31,water 2 can,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,422,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,100.000000,100.000,,,false,,99381000000603330,,,false,
2020-01-30,tea,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,423,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,goods,,,,160.000000,160.000,,,false,,99381000000603348,,,false,
